link_meci,data_meci,echipa_gazda,echipa_oaspete,goluri_gazda,goluri_oaspete,posesie_minge_gazda,posesie_minge_oaspete,total_suturi_gazda,total_suturi_oaspete,suturi_pe_poarta_gazda,suturi_pe_poarta_oaspete,cornere_gazda,cornere_oaspete,cartonase_galbene_gazda,cartonase_galbene_oaspete,cartonase_rosii_gazda,cartonase_rosii_oaspete,ofsaiduri_gazda,ofsaiduri_oaspete,lovituri_libere_gazda,lovituri_libere_oaspete,aruncari_de_la_margine_gazda,aruncari_de_la_margine_oaspete,faulturi_gazda,faulturi_oaspete,interventii_portar_gazda,interventii_portar_oaspete
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=zaWcbcK5,08.04.2024,Oţelul Galaţi,Dinamo București,1,0,42%,58%,10,2,5,1,2,3,3,1,0,0,0,4,5,14,23,26,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=pYuNbRVo,12.04.2024,UTA Arad,FC Hermannstadt,1,3,51%,49%,16,11,7,4,4,2,3,2,0,0,2,0,10,11,30,20,,,1,6
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=4SiSBWGm,12.04.2024,Univ. Craiova,Farul Constanța,1,2,50%,50%,15,15,4,9,7,2,4,4,0,0,2,3,13,9,16,25,,,7,3
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=4vOEfFJU,13.04.2024,FC Voluntari,Oţelul Galaţi,1,1,40%,60%,8,13,3,3,4,7,0,4,0,0,2,0,8,5,18,27,,,2,2
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=6ssJa7Gu,13.04.2024,'U' Cluj,Petrolul Ploiești,1,2,67%,33%,20,8,5,3,3,4,1,2,0,0,1,1,8,10,20,15,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=WQP6dykI,14.04.2024,FC Botoșani,U Craiova 1948,4,1,54%,46%,8,6,4,2,2,4,3,3,0,0,2,4,9,11,14,17,,,1,0
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/poli-iasi-t84qisiU/sumar/statistici/0/?mid=QmPAee4O,14.04.2024,Dinamo București,Poli Iași,1,0,63%,37%,16,9,5,4,5,1,3,2,0,0,4,1,15,19,19,17,,,4,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=d2hOCC1s,14.04.2024,CFR Cluj,FCSB,0,1,53%,47%,22,15,5,5,8,2,2,1,0,0,2,0,7,13,16,19,,,4,5
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=rJjWAjWg,15.04.2024,Rapid București,Sepsi Sf. Gheorghe,0,1,41%,59%,12,10,4,3,1,1,3,3,0,0,2,6,14,15,29,19,,,2,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=veuRcooh,19.04.2024,FC Hermannstadt,FC Botoșani,1,1,50%,50%,6,11,2,3,10,5,1,3,0,0,1,1,13,8,20,19,,,2,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=vopu9U06,19.04.2024,Farul Constanța,CFR Cluj,5,1,50%,50%,20,17,8,6,5,3,2,2,0,0,0,3,11,9,19,22,,,5,3
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/poli-iasi-t84qisiU/sumar/statistici/0/?mid=CpXweqVA,20.04.2024,Poli Iași,FC Voluntari,3,1,48%,52%,15,6,7,2,5,7,3,2,0,0,1,6,17,11,29,26,,,1,4
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=tKyrf3pH,20.04.2024,U Craiova 1948,Dinamo București,1,1,50%,50%,8,12,2,4,1,2,1,1,0,0,0,1,10,15,33,21,,,3,1
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=QstyAAo0,20.04.2024,FCSB,Rapid București,2,2,69%,31%,13,8,5,4,8,3,4,6,0,0,1,2,11,7,19,10,,,2,3
https://www.flashscore.ro/meci/fotbal/otelul-galati-2H5uhNyO/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=YgYZePF4,21.04.2024,Oţelul Galaţi,'U' Cluj,1,0,42%,58%,7,11,2,1,1,4,3,1,0,0,0,1,11,14,33,38,,,1,1
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=Y7qq8lGC,21.04.2024,Sepsi Sf. Gheorghe,Univ. Craiova,1,3,54%,46%,18,17,5,8,1,9,2,3,0,0,3,3,13,9,27,15,,,5,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/petrolul-dhnNlCE9/sumar/statistici/0/?mid=jVrVd50b,22.04.2024,Petrolul Ploiești,UTA Arad,1,1,46%,54%,12,18,2,5,2,7,1,0,0,0,2,1,7,5,22,33,,,4,1
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=2ZPjhsFT,23.04.2024,FC Voluntari,U Craiova 1948,0,0,33%,67%,3,22,0,5,2,7,3,2,0,0,1,1,14,12,19,23,,,5,0
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=KAzngNaN,23.04.2024,FC Botoșani,Dinamo București,2,1,59%,41%,16,11,4,1,4,3,2,3,0,0,1,3,6,10,26,25,,,0,3
https://www.flashscore.ro/meci/fotbal/poli-iasi-t84qisiU/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=veHIm1Np,24.04.2024,'U' Cluj,Poli Iași,1,0,51%,49%,10,8,4,0,10,3,3,2,0,0,2,1,10,9,24,16,,,0,3
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=lGRVVi8J,24.04.2024,Farul Constanța,Rapid București,3,1,59%,41%,21,10,5,4,7,2,1,1,0,0,7,1,12,5,20,24,,,3,2
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/sepsi-IDsPIcMA/sumar/statistici/0/?mid=Cbrm78VI,24.04.2024,Sepsi Sf. Gheorghe,FCSB,2,2,55%,45%,20,9,5,4,11,3,2,2,0,0,1,2,10,5,19,19,,,2,3
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=hb50Cp0o,25.04.2024,UTA Arad,Oţelul Galaţi,3,1,39%,61%,9,14,5,3,2,7,0,2,0,0,5,2,9,9,20,31,,,2,2
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/petrolul-dhnNlCE9/sumar/statistici/0/?mid=Wl44B4Fi,25.04.2024,FC Hermannstadt,Petrolul Ploiești,2,0,38%,62%,13,7,5,2,4,4,0,1,0,0,3,1,13,10,30,40,,,2,3
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=S6QZUBNP,25.04.2024,Univ. Craiova,CFR Cluj,0,1,54%,46%,12,18,5,5,8,6,2,4,0,0,1,1,5,3,17,5,,,4,5
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=ttDI6tUM,26.04.2024,Dinamo București,FC Voluntari,1,1,59%,41%,15,10,3,3,8,5,0,3,0,0,0,1,8,11,18,8,,,2,2
https://www.flashscore.ro/meci/fotbal/fcu-1948-craiova-nNhLpi8p/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=bHND7MEG,27.04.2024,U Craiova 1948,'U' Cluj,3,2,50%,50%,9,9,7,5,7,3,2,0,0,0,2,3,12,7,22,26,,,3,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=pnD1QVVt,27.04.2024,FCSB,Farul Constanța,2,1,44%,56%,19,8,6,2,7,7,5,2,0,0,0,0,14,12,29,20,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=jiK59rp4,28.04.2024,Oţelul Galaţi,FC Hermannstadt,1,0,39%,61%,6,10,2,4,3,6,2,4,0,0,0,3,12,8,22,25,,,4,1
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/poli-iasi-t84qisiU/sumar/statistici/0/?mid=pEJ982aA,28.04.2024,Poli Iași,UTA Arad,0,2,63%,37%,25,9,4,4,10,5,2,2,0,0,1,3,13,13,30,19,,,2,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/sepsi-IDsPIcMA/sumar/statistici/0/?mid=QeL9O90g,28.04.2024,CFR Cluj,Sepsi Sf. Gheorghe,2,1,75%,25%,33,6,10,1,16,2,4,6,0,0,3,0,7,15,16,13,,,0,8
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/petrolul-dhnNlCE9/sumar/statistici/0/?mid=C0L1AOUc,29.04.2024,Petrolul Ploiești,FC Botoșani,1,2,48%,52%,10,11,4,5,3,3,1,4,0,0,2,2,6,14,32,29,,,3,3
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=rXV4Pkom,29.04.2024,Rapid București,Univ. Craiova,1,2,55%,45%,14,13,3,4,6,3,3,2,0,0,2,3,5,4,21,14,,,2,2
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/sepsi-IDsPIcMA/sumar/statistici/0/?mid=CCNLL7pC,03.05.2024,Farul Constanța,Sepsi Sf. Gheorghe,1,4,60%,40%,28,13,11,7,4,0,2,3,0,0,1,5,14,9,28,20,,,3,10
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-voluntari-WIoSeFi4/sumar/statistici/0/?mid=KWBM50qT,04.05.2024,FC Botoșani,FC Voluntari,0,0,48%,52%,16,6,6,1,7,4,2,2,0,0,3,5,10,7,28,20,,,1,6
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=CO3l1Kip,04.05.2024,'U' Cluj,Dinamo București,3,3,47%,53%,18,10,7,5,5,3,1,2,0,0,0,3,12,9,23,22,,,2,4
https://www.flashscore.ro/meci/fotbal/otelul-galati-2H5uhNyO/petrolul-dhnNlCE9/sumar/statistici/0/?mid=j5avOsac,05.05.2024,Petrolul Ploiești,Oţelul Galaţi,2,1,39%,61%,16,6,4,2,2,7,3,2,0,0,2,1,7,11,26,25,,,1,2
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=YLOHMmV5,05.05.2024,CFR Cluj,Rapid București,3,2,45%,55%,10,18,6,7,3,5,3,2,0,0,2,3,7,13,15,20,,,5,3
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/poli-iasi-t84qisiU/sumar/statistici/0/?mid=hKtyPNqi,06.05.2024,FC Hermannstadt,Poli Iași,0,1,61%,39%,9,14,3,4,7,4,3,3,0,0,4,1,12,12,21,32,,,3,3
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=jF2h0v7j,06.05.2024,UTA Arad,U Craiova 1948,3,1,35%,65%,20,17,10,6,5,9,2,2,0,0,2,4,10,12,15,14,,,5,7
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=Ms5CrViP,10.05.2024,Sepsi Sf. Gheorghe,Rapid București,3,2,51%,49%,18,16,8,6,7,2,1,0,0,0,3,1,11,14,17,24,,,4,5
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/fcsb-Gv2kjDpN/sumar/statistici/0/?mid=fyDQKRaI,11.05.2024,FCSB,CFR Cluj,0,1,61%,39%,11,7,5,1,5,3,1,1,0,0,0,2,8,4,9,7,,,0,5
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/fcu-1948-craiova-nNhLpi8p/sumar/statistici/0/?mid=tfhiLuqG,12.05.2024,U Craiova 1948,FC Hermannstadt,1,3,53%,47%,15,10,7,3,6,6,0,2,0,0,1,2,8,9,25,13,,,0,6
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/poli-iasi-t84qisiU/sumar/statistici/0/?mid=OIcnMLT9,12.05.2024,Poli Iași,Petrolul Ploiești,2,0,44%,56%,18,8,6,1,6,8,0,3,0,0,1,4,10,11,22,25,,,1,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=pSbrN1E3,12.05.2024,Oţelul Galaţi,FC Botoșani,2,0,53%,47%,10,12,5,3,4,5,1,3,0,0,4,5,7,15,21,29,,,3,3
https://www.flashscore.ro/meci/fotbal/fc-voluntari-WIoSeFi4/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=CtFO2XSl,12.05.2024,FC Voluntari,'U' Cluj,0,1,44%,56%,7,10,1,2,5,0,3,3,0,0,1,2,11,4,32,20,,,1,1
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/fc-uta-arad-QDiPqBNj/sumar/statistici/0/?mid=IJFK3DDr,12.05.2024,Dinamo București,UTA Arad,2,0,52%,48%,6,8,3,1,3,4,7,5,0,0,0,1,14,10,8,14,,,1,1
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=8vHUJoFO,13.05.2024,Farul Constanța,Univ. Craiova,3,3,47%,53%,23,17,9,5,5,5,2,2,0,0,1,1,6,5,12,13,,,2,6
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=CUQ27NFd,17.05.2024,FC Botoșani,CS Mioveni,1,0,59%,41%,13,8,4,2,11,1,0,2,0,0,0,2,9,14,26,18,,,2,3
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=rg7uxTUh,18.05.2024,Univ. Craiova,Sepsi Sf. Gheorghe,3,2,48%,52%,19,13,8,4,9,8,2,3,0,0,1,1,13,5,20,20,,,2,5
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/farul-constanta-CrJbN1Pa/sumar/statistici/0/?mid=428yw9Fn,18.05.2024,CFR Cluj,Farul Constanța,5,1,39%,61%,13,5,9,2,7,1,0,1,0,0,1,0,7,10,25,12,,,1,4
https://www.flashscore.ro/meci/fotbal/otelul-galati-2H5uhNyO/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=84lqpjvA,19.05.2024,Oţelul Galaţi,'U' Cluj,0,2,50%,50%,16,6,5,3,3,2,2,3,0,0,1,1,12,7,23,23,,,1,5
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=Ojivvk0t,19.05.2024,Rapid București,FCSB,2,0,38%,62%,12,10,6,2,2,11,2,3,0,0,0,3,9,11,17,19,,,2,4
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/miercurea-ciuc-A5gTQ7pG/sumar/statistici/0/?mid=vHSf9qop,20.05.2024,Dinamo București,Csikszereda M. Ciuc,2,0,60%,40%,12,8,3,0,7,1,1,2,0,0,4,2,7,9,13,18,,,0,1
https://www.flashscore.ro/meci/fotbal/dacia-mioveni-WSNaPsAg/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=hSG5KBWr,24.05.2024,CS Mioveni,FC Botoșani,0,1,42%,58%,0,12,0,4,1,1,2,1,0,0,0,0,7,13,26,18,,,3,0
https://www.flashscore.ro/meci/fotbal/u-cluj-Us6gkXaT/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=2cKgct2L,26.05.2024,Univ. Craiova,'U' Cluj,2,1,56%,44%,16,21,5,9,6,4,4,2,0,0,3,2,6,13,21,14,,,8,4
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/miercurea-ciuc-A5gTQ7pG/sumar/statistici/0/?mid=xGj9vXNE,27.05.2024,Csikszereda M. Ciuc,Dinamo București,0,0,63%,37%,14,5,6,2,6,4,2,2,0,0,3,3,14,14,36,28,,,2,6
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=0nmiLxw3,12.07.2024,FC Hermannstadt,Univ. Craiova,0,0,38%,62%,9,18,1,10,0,9,1,1,0,0,1,0,10,6,23,21,,,10,1
https://www.flashscore.ro/meci/fotbal/poli-iasi-t84qisiU/sepsi-IDsPIcMA/sumar/statistici/0/?mid=W8jGJP1b,13.07.2024,Sepsi Sf. Gheorghe,Poli Iași,1,0,62%,38%,14,18,5,5,4,4,0,1,0,0,4,2,13,5,26,30,,,5,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=fk05cZpd,13.07.2024,UTA Arad,Rapid București,1,1,50%,50%,16,15,5,6,5,3,3,3,0,0,1,1,7,7,18,21,,,5,4
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=dEt0JG7F,13.07.2024,FCSB,'U' Cluj,1,1,57%,43%,20,4,6,2,6,0,2,3,0,0,3,0,8,2,17,18,,,1,5
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/dinamo-bucuresti-rBgMi3MH/sumar/statistici/0/?mid=YZBdaeGq,14.07.2024,CFR Cluj,Dinamo București,3,2,48%,52%,17,7,7,2,7,2,3,2,0,0,5,1,6,7,26,24,,,0,4
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=lCLvCYak,15.07.2024,FC Botoșani,Oţelul Galaţi,2,3,51%,49%,14,14,5,7,7,4,3,2,0,0,1,2,9,17,28,25,,,4,3
https://www.flashscore.ro/meci/fotbal/gloria-buzau-hduMiL46/petrolul-dhnNlCE9/sumar/statistici/0/?mid=SzpPH3WA,15.07.2024,Petrolul Ploiești,Gloria Buzău,0,0,62%,38%,15,5,2,1,5,4,2,2,0,0,2,1,5,22,30,25,,,1,2
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/poli-iasi-t84qisiU/sumar/statistici/0/?mid=U1eHrXzR,19.07.2024,Poli Iași,FC Botoșani,1,0,50%,50%,10,4,5,1,5,2,1,3,0,0,3,1,9,12,32,29,,,1,4
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/unirea-slobozia-6XmrBYL3/sumar/statistici/0/?mid=ttFMMkE7,19.07.2024,Unirea Slobozia,FCSB,2,2,31%,69%,10,12,4,4,4,9,3,2,0,0,1,1,12,12,14,20,,,2,2
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=lQ0DQXEr,20.07.2024,Univ. Craiova,UTA Arad,4,2,63%,37%,20,8,8,5,8,3,,,0,0,0,1,6,9,15,30,,,3,4
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=UuKtWgiL,20.07.2024,Rapid București,CFR Cluj,2,2,49%,51%,15,16,7,3,5,4,1,0,0,0,2,3,15,12,23,23,,,1,5
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=MwaLOBqe,21.07.2024,'U' Cluj,FC Hermannstadt,3,1,59%,41%,15,6,6,2,3,8,1,1,0,0,2,4,10,12,26,20,,,1,3
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/petrolul-dhnNlCE9/sumar/statistici/0/?mid=MFGYXFM8,21.07.2024,Dinamo București,Petrolul Ploiești,4,1,55%,45%,6,5,4,1,5,3,2,2,0,0,1,0,10,15,17,27,,,0,0
https://www.flashscore.ro/meci/fotbal/gloria-buzau-hduMiL46/sepsi-IDsPIcMA/sumar/statistici/0/?mid=tKwnACU1,22.07.2024,Gloria Buzău,Sepsi Sf. Gheorghe,1,2,45%,55%,11,13,5,5,7,9,6,2,0,0,2,1,12,14,32,27,,,3,4
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=8n78pg6E,22.07.2024,Oţelul Galaţi,Farul Constanța,0,0,42%,58%,12,19,2,3,8,12,1,0,0,0,2,3,7,14,32,15,,,3,2
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/unirea-slobozia-6XmrBYL3/sumar/statistici/0/?mid=r5LjcWkK,26.07.2024,FC Hermannstadt,Unirea Slobozia,1,1,53%,47%,14,20,1,6,5,3,4,3,0,0,2,2,14,9,27,18,,,5,0
https://www.flashscore.ro/meci/fotbal/fcsb-Gv2kjDpN/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=EmCMiADs,26.07.2024,FCSB,Oţelul Galaţi,0,2,73%,27%,19,6,7,4,9,2,2,0,0,0,2,0,14,13,32,21,,,2,7
https://www.flashscore.ro/meci/fotbal/gloria-buzau-hduMiL46/poli-iasi-t84qisiU/sumar/statistici/0/?mid=8UDxlSC6,27.07.2024,Poli Iași,Gloria Buzău,1,2,62%,38%,17,10,3,5,7,1,2,5,0,0,1,6,12,9,28,37,,,3,2
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/sepsi-IDsPIcMA/sumar/statistici/0/?mid=0pnmwBbl,27.07.2024,Sepsi Sf. Gheorghe,Dinamo București,1,1,51%,49%,9,7,1,2,9,3,2,3,0,0,1,0,14,11,35,19,,,1,0
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fc-botosani-GjY1JjUS/sumar/statistici/0/?mid=z30Vklrf,28.07.2024,Farul Constanța,FC Botoșani,0,1,67%,33%,20,8,1,4,7,5,1,4,0,0,1,0,16,11,15,28,,,3,1
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=SYhH14gJ,28.07.2024,CFR Cluj,Univ. Craiova,0,2,35%,65%,14,13,2,4,5,5,4,4,0,0,1,1,11,14,14,17,,,2,2
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=Sdw4ZScD,29.07.2024,UTA Arad,'U' Cluj,0,0,41%,59%,11,10,4,1,6,5,0,2,0,0,2,2,11,7,17,19,,,1,4
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=fqudykT0,29.07.2024,Petrolul Ploiești,Rapid București,1,0,34%,66%,6,11,2,4,0,12,1,1,0,0,2,0,14,13,18,35,,,4,1
https://www.flashscore.ro/meci/fotbal/fc-hermannstadt-pUUuFXvI/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=dlFDkulB,02.08.2024,Oţelul Galaţi,FC Hermannstadt,1,0,52%,48%,15,11,4,2,6,2,0,2,0,0,0,1,7,14,24,24,,,2,3
https://www.flashscore.ro/meci/fotbal/dinamo-bucuresti-rBgMi3MH/gloria-buzau-hduMiL46/sumar/statistici/0/?mid=lnfhrcto,02.08.2024,Dinamo București,Gloria Buzău,4,1,64%,36%,15,10,6,1,5,2,1,1,0,0,1,1,10,11,19,31,,,1,2
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/poli-iasi-t84qisiU/sumar/statistici/0/?mid=4fxu60Yi,03.08.2024,Farul Constanța,Poli Iași,2,0,54%,46%,12,9,5,2,3,6,2,2,0,0,2,2,5,5,21,13,,,2,3
https://www.flashscore.ro/meci/fotbal/petrolul-dhnNlCE9/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=fPIdgNln,04.08.2024,Univ. Craiova,Petrolul Ploiești,0,0,58%,42%,10,13,0,6,8,5,2,2,0,0,0,0,17,12,21,18,,,6,0
https://www.flashscore.ro/meci/fotbal/cfr-cluj-4KfIhq7B/u-cluj-Us6gkXaT/sumar/statistici/0/?mid=tGaT8L0n,04.08.2024,CFR Cluj,'U' Cluj,2,3,52%,48%,14,13,6,7,0,3,0,4,0,0,0,2,13,11,41,26,,,4,4
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/unirea-slobozia-6XmrBYL3/sumar/statistici/0/?mid=jiC5i1Jb,05.08.2024,Unirea Slobozia,UTA Arad,0,1,61%,39%,11,9,2,1,3,2,2,4,0,0,3,2,11,14,26,30,,,0,2
https://www.flashscore.ro/meci/fotbal/rapid-bucuresti-YFCpigVG/sepsi-IDsPIcMA/sumar/statistici/0/?mid=4d7on6sJ,05.08.2024,Rapid București,Sepsi Sf. Gheorghe,2,2,28%,72%,12,21,4,7,2,5,2,1,0,0,3,1,14,13,18,29,,,5,2
https://www.flashscore.ro/meci/fotbal/farul-constanta-CrJbN1Pa/fcsb-Gv2kjDpN/?mid=UyUUEeHM,09.08.2024,FCSB,Farul Constanța,3,2,,,23,9,8,2,,,,,0,0,,,,,,,,,,
https://www.flashscore.ro/meci/fotbal/fc-botosani-GjY1JjUS/fc-hermannstadt-pUUuFXvI/sumar/statistici/0/?mid=GENEIwIc,10.08.2024,FC Hermannstadt,FC Botoșani,2,1,63%,37%,8,10,2,4,8,1,2,3,0,0,4,0,13,15,36,22,,,3,0
https://www.flashscore.ro/meci/fotbal/fc-uta-arad-QDiPqBNj/otelul-galati-2H5uhNyO/sumar/statistici/0/?mid=l8VSfzQj,10.08.2024,UTA Arad,Oţelul Galaţi,1,1,64%,36%,15,14,7,2,10,4,2,4,0,0,4,1,9,9,35,23,,,1,6
https://www.flashscore.ro/meci/fotbal/gloria-buzau-hduMiL46/rapid-bucuresti-YFCpigVG/sumar/statistici/0/?mid=dOVMGHnA,10.08.2024,Gloria Buzău,Rapid București,1,1,50%,50%,13,15,3,5,2,3,2,0,0,0,1,2,12,9,28,27,,,4,2
https://www.flashscore.ro/meci/fotbal/sepsi-IDsPIcMA/univ-craiova-bsd9fGaK/sumar/statistici/0/?mid=x8zm4v34,11.08.2024,Sepsi Sf. Gheorghe,Univ. Craiova,1,2,60%,40%,23,6,6,3,9,1,1,5,0,0,1,1,8,11,37,24,,,1,5
